fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2015-07-01,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"23,2","0,0","19,6",04:58,"26,8",17:18,99,"6,7","14,4",Varias,"11,0","1011,5",Varias,"1007,8",04,64,84,02:37,53,17:09
2015-07-02,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,2","0,0","20,6",02:40,"27,9",14:49,99,"9,4","16,9",Varias,"10,1","1012,2",Varias,"1008,9",05,69,84,Varias,54,14:49
2015-07-03,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"23,5","0,0","19,4",06:22,"27,6",13:18,99,"8,1","15,0",14:25,"13,0","1013,0",Varias,"1009,9",06,60,77,00:21,48,13:43
2015-07-04,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"22,6","0,0","18,0",05:19,"27,3",14:36,99,"7,5","15,0",Varias,"12,8","1013,0",00,"1008,9",18,61,77,05:28,49,13:14
2015-07-05,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,0","0,0","18,3",05:03,"29,8",15:07,99,"8,6","16,9",Varias,"13,2","1009,6",00,"1005,0",19,56,76,23:53,45,13:21
2015-07-06,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,8","0,0","20,8",05:44,"28,9",14:37,07,"6,9","16,4",13:46,"11,8","1006,0",00,"1003,3",18,67,84,Varias,55,14:36
2015-07-07,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"27,8","0,0","22,2",00:05,"33,4",04:44,99,"5,8","16,9",03:36,"10,3","1005,3",Varias,"1002,6",04,56,83,00:00,20,04:43
2015-07-08,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"27,6","0,0","22,3",Varias,"32,8",13:30,05,"4,4","18,1",01:00,"12,4","1007,9",24,"1004,9",01,56,87,Varias,30,00:00
2015-07-09,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"28,2","0,0","21,3",06:25,"35,0",14:25,05,"7,2","18,9",12:40,"12,4","1009,5",Varias,"1006,3",05,44,89,Varias,15,09:12
2015-07-10,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"27,0","0,0","21,8",23:38,"32,2",16:22,99,"10,8","19,7",Varias,"12,0","1012,0",Varias,"1008,2",05,33,81,Varias,20,16:14
2015-07-11,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,2","0,0","21,0",04:48,"29,4",14:02,05,"11,4","18,9",07:30,"12,3","1011,5",01,"1008,9",18,63,84,Varias,48,14:03
2015-07-12,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,4","0,0","20,9",04:37,"31,8",13:22,05,"7,8","22,8",11:14,"12,4","1010,1",00,"1007,4",19,46,77,00:32,30,12:54
2015-07-13,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,8","0,0","21,9",04:17,"29,7",15:08,05,"7,8","16,9",23:41,"11,5","1008,8",09,"1005,8",03,57,79,04:13,45,16:55
2015-07-14,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,6","0,0","21,4",05:29,"31,8",11:39,99,"4,4","15,0",Varias,"12,1","1007,9",00,"1005,9",05,61,86,06:15,26,08:20
2015-07-15,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"27,0","0,0","21,1",06:19,"32,9",12:56,07,"3,9","13,9",15:09,"10,8","1007,4",00,"1004,9",17,46,84,04:13,23,17:40
2015-07-16,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,6","0,0","20,9",06:21,"28,4",13:13,99,"5,8","12,8",Varias,"12,4","1008,3",Varias,"1005,6",04,67,85,Varias,56,13:09
2015-07-17,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,2","0,0","20,1",03:52,"30,4",Varias,99,"5,8","11,4",Varias,"12,5","1011,9",Varias,"1007,3",05,65,86,Varias,43,16:07
2015-07-18,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,6","0,0","20,7",03:12,"28,6",14:00,07,"8,1","15,3",11:40,"12,6","1012,2",Varias,"1009,9",04,66,84,Varias,54,14:00
2015-07-19,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,4","0,0","19,3",06:27,"29,6",14:13,99,"7,2","16,1",Varias,"12,8","1012,1",00,"1007,8",19,63,84,05:44,49,11:05
2015-07-20,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,8","0,0","20,6",05:26,"31,0",14:32,99,"5,3","15,0",Varias,,"1008,8",00,"1004,6",17,57,82,Varias,47,14:33
2015-07-21,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,4","0,0","20,9",03:43,"29,8",13:54,99,"6,4","12,8",Varias,"11,9","1006,6",Varias,"1004,8",17,65,84,Varias,51,14:04
2015-07-22,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,4","0,0","21,4",Varias,"29,5",Varias,06,"6,9","13,9",13:11,"11,7","1008,2",Varias,"1005,8",03,68,86,05:36,55,13:13
2015-07-23,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"27,4","0,0","20,9",06:28,"33,8",13:12,05,"6,1","16,9",18:06,"12,1","1008,5",Varias,"1006,3",03,52,91,06:32,31,13:44
2015-07-24,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"28,0","0,0","23,4",23:40,"32,7",14:02,05,"11,4","21,1",Varias,"12,5","1008,8",Varias,"1005,3",04,35,70,23:31,26,04:30
2015-07-25,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,4","0,0","22,6",Varias,"30,1",13:42,06,"10,0","16,9",10:57,,"1009,8",Varias,"1006,7",03,64,84,Varias,49,13:42
2015-07-26,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,4","0,0","21,8",05:51,"29,0",15:04,06,"8,1","15,3",11:22,"12,7","1009,5",Varias,"1007,7",14,62,84,00:04,50,14:03
2015-07-27,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,4","0,0","19,9",06:11,"28,8",14:14,07,"7,8","17,5",13:14,"12,1","1009,3",00,"1006,7",17,62,81,06:36,51,13:12
2015-07-28,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,6","0,0","19,9",04:04,"29,2",14:26,07,"6,9","16,9",Varias,"12,7","1008,6",Varias,"1005,7",04,62,82,Varias,49,13:57
2015-07-29,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,8","0,0","21,9",05:30,"29,7",12:34,05,"9,2","17,5",12:07,"12,3","1009,1",Varias,"1006,8",16,65,81,Varias,54,12:32
2015-07-30,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,8","0,0","22,3",06:04,"29,4",13:12,06,"8,3","17,5",Varias,"12,4","1009,0",00,"1005,8",18,60,82,Varias,47,14:11
2015-07-31,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,8","0,0","20,1",04:39,"29,5",13:02,07,"3,9","13,3",Varias,"7,4","1007,9",00,"1005,7",19,64,85,Varias,50,13:14
2015-08-01,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,2","0,0","22,8",04:14,"27,6",11:54,99,"6,9","13,9",Varias,"4,4","1007,7",Varias,"1005,7",04,65,79,00:00,49,09:42
2015-08-02,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,3","0,0","22,4",04:54,"28,2",12:19,08,"5,0","11,4",11:47,"4,4","1010,2",Varias,"1006,1",05,58,75,Varias,43,12:44
2015-08-03,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,2","0,0","20,0",04:53,"28,3",14:20,99,"7,2","14,4",Varias,"11,3","1011,1",Varias,"1008,7",04,53,70,Varias,42,14:05
2015-08-04,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,0","0,0","20,6",04:41,"29,3",14:05,99,"6,1","14,4",Varias,"12,4","1010,7",00,"1006,6",19,61,75,Varias,50,10:50
2015-08-05,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,9","0,0","22,4",06:36,"29,4",15:34,99,"6,9","14,4",Varias,"9,6","1007,5",00,"1004,2",18,64,80,Varias,53,15:35
2015-08-06,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,4","0,0","21,5",06:33,"29,3",Varias,07,"4,4","16,4",14:48,"12,4","1006,0",00,"1004,1",18,66,81,06:40,52,12:55
2015-08-07,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,6","0,0","21,8",05:50,"29,5",12:42,05,"7,5","18,9",23:58,"10,7","1005,5",00,"1002,2",19,69,82,Varias,56,12:52
2015-08-08,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"27,8","0,0","23,8",02:14,"31,8",10:11,99,"12,2","25,3",Varias,"9,7","1005,0",Varias,"1002,0",03,61,83,02:16,45,09:17
2015-08-09,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"27,8","0,0","23,0",05:58,"32,5",12:59,99,"10,0","21,1",Varias,"10,4","1006,3",Varias,"1002,4",03,60,82,Varias,45,12:30
2015-08-10,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"27,7","2,8","24,1",09:37,"31,3",05:03,06,"6,9","16,9",16:48,"0,5","1008,3",Varias,"1003,7",03,63,86,09:37,36,05:03
2015-08-11,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"29,9","0,9","25,2",04:01,"34,6",15:07,99,"10,3","16,4",Varias,"10,1","1006,5",00,"1003,9",06,46,81,Varias,31,12:16
2015-08-12,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"30,2","2,5","23,2",22:26,"37,1",10:34,02,"11,9","26,4",21:47,"9,6","1008,5",Varias,"1004,0",06,43,76,06:04,27,10:32
2015-08-13,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"29,6","1,5","23,9",01:58,"35,2",14:38,99,"10,6","18,6",Varias,"1,5","1011,5",Varias,"1005,6",04,53,86,Varias,35,10:58
2015-08-14,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"27,4","0,0","23,2",Varias,"31,6",12:07,05,"11,7","18,1",21:53,"10,3","1011,1",Varias,"1008,7",05,66,89,Varias,47,11:39
2015-08-15,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,6","0,0","22,3",Varias,"28,9",14:04,06,"10,6","19,7",14:08,"12,1","1010,7",Varias,"1008,6",17,63,78,Varias,50,13:10
2015-08-16,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,2","0,0","21,8",06:40,"28,5",12:29,99,"7,5","16,1",Varias,"7,9","1010,4",Varias,"1008,9",19,64,77,Varias,53,14:13
2015-08-17,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,0","0,0","21,1",06:42,"28,9",15:08,09,"5,6","14,4",Varias,"9,2","1009,9",00,"1007,6",20,61,79,Varias,48,12:40
2015-08-18,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,8","0,0","22,6",05:10,"28,9",13:41,99,"7,2","13,3",Varias,,"1009,0",Varias,"1006,7",04,67,80,05:14,45,10:55
2015-08-19,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,2","0,0","22,9",04:24,"29,5",14:15,05,"8,9","15,0",13:02,"10,5","1009,4",22,"1006,8",04,64,82,Varias,48,14:15
2015-08-20,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,4","0,0","22,0",06:12,"30,9",14:58,06,"7,5","15,3",22:13,"8,0","1012,3",Varias,"1007,6",03,66,76,Varias,46,14:52
2015-08-21,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,0","0,0","22,5",06:26,"29,4",13:03,06,"8,1","15,3",12:00,"10,6","1012,2",Varias,"1009,3",04,63,77,Varias,52,13:02
2015-08-22,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,3","0,0","23,2",04:17,"29,4",13:40,99,"10,8","18,9",Varias,"11,2","1011,1",00,"1008,9",19,58,75,Varias,44,11:46
2015-08-23,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,6","0,0","22,4",05:30,"28,7",14:46,06,"9,4","17,5",12:16,"11,8","1010,5",00,"1008,0",05,62,76,Varias,46,10:11
2015-08-24,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,8","0,0","22,3",Varias,"29,4",14:43,99,"8,9","15,3",Varias,"12,4","1010,7",Varias,"1008,2",18,61,80,03:45,47,14:43
2015-08-25,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,4","0,0","21,1",06:49,"29,6",13:56,99,"6,7","14,4",Varias,"12,0","1011,4",Varias,"1009,1",03,61,78,22:37,50,13:51
2015-08-26,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,4","0,0","21,7",04:18,"29,1",14:41,07,"7,8","15,0",13:59,"10,8","1010,6",Varias,"1008,4",03,65,82,04:29,51,Varias
2015-08-27,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,8","0,0","21,1",06:28,"30,5",13:36,07,"6,9","14,4",13:48,"10,7","1010,3",00,"1007,4",17,59,74,00:23,39,13:36
2015-08-28,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,4","0,0","21,4",05:20,"29,5",13:15,99,"5,6","13,9",Varias,"5,2","1009,0",00,"1005,7",19,59,81,Varias,49,13:00
2015-08-29,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,7","0,0","20,5",06:04,"28,9",14:16,99,"4,2","9,2",Varias,"8,9","1007,8",Varias,"1005,4",17,68,85,05:11,55,16:25
2015-08-30,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,0","0,0","20,8",05:05,"29,1",11:26,32,"2,2","8,3",00:33,"6,8","1009,9",Varias,"1005,9",04,71,84,00:20,52,10:41
2015-08-31,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,0","0,0","21,8",01:37,"30,2",13:20,99,"5,0","11,7",15:04,"7,2","1011,3",Varias,"1007,9",05,71,84,23:33,58,13:25
2015-09-01,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"27,0","0,0","23,1",03:32,"31,0",12:58,08,"6,1","13,3",13:04,"10,5","1011,5",Varias,"1008,9",18,64,86,05:36,49,13:13
2015-09-02,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,9","0,0","22,9",23:40,"28,9",11:54,07,"8,6","15,3",14:37,"11,1","1011,0",Varias,"1008,7",04,61,79,00:00,49,17:19
2015-09-03,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,8","0,0","22,0",02:49,"29,6",15:19,99,"9,2","16,1",Varias,,"1010,9",Varias,"1008,8",05,62,77,Varias,46,13:37
2015-09-04,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,4","0,0","21,6",03:59,"29,3",12:36,99,"6,4","13,3",Varias,"10,5","1011,0",Varias,"1008,5",18,60,75,23:04,48,12:35
2015-09-05,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,6","0,0","20,1",06:46,"29,0",12:35,07,"4,7","10,8",11:56,"11,4","1010,9",Varias,"1008,6",04,70,83,06:30,52,10:40
2015-09-06,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,0","0,6","22,0",06:29,"30,0",11:59,01,"1,1","10,3",23:14,"5,9","1011,0",Varias,"1009,1",05,71,89,Varias,55,11:06
2015-09-07,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,4","0,0","23,3",23:48,"29,6",14:40,05,"5,6","12,5",16:22,"7,0","1010,6",Varias,"1008,7",05,74,93,Varias,58,13:30
2015-09-08,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,7","0,0","22,2",01:15,"29,2",14:44,99,"6,7","11,7",Varias,"6,9","1010,7",Varias,"1008,3",18,69,85,Varias,54,15:04
2015-09-09,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,1","0,0","21,6",06:24,"30,6",12:59,08,"5,6","11,7",14:37,"8,5","1009,3",Varias,"1007,3",17,65,80,Varias,48,13:38
2015-09-10,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,7","0,0","20,9",06:27,"28,5",13:14,09,"5,8","12,5",11:35,"10,9","1009,3",Varias,"1006,9",04,66,80,06:44,53,13:14
2015-09-11,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,6","0,0","22,2",Varias,"29,0",16:23,10,"2,8","8,3",10:24,"3,9","1009,2",Varias,"1007,3",19,74,83,Varias,60,16:50
2015-09-12,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,4","0,0","24,1",06:52,"28,8",14:01,11,"2,8","9,2",09:57,"7,9","1009,7",Varias,"1006,9",03,75,88,Varias,62,13:51
2015-09-13,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,0","0,0","22,4",06:50,"29,6",15:28,01,"3,3","7,8",05:41,"6,3","1011,2",Varias,"1007,4",04,72,84,Varias,63,Varias
2015-09-14,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,0","0,0","22,5",06:40,"29,5",13:52,99,"5,6","10,8",Varias,"9,0","1011,5",Varias,"1009,0",06,70,87,22:54,56,13:00
2015-09-15,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,8","2,6","22,0",06:50,"29,7",12:49,99,"3,6","9,7",Varias,"4,1","1010,9",00,"1007,9",18,70,88,23:40,57,12:49
2015-09-16,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,4","0,0","21,9",Varias,"29,0",12:16,11,"3,6","8,9",12:13,"6,8","1008,4",00,"1006,0",05,71,92,Varias,54,12:17
2015-09-17,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,0","0,0","21,2",01:34,"30,9",13:27,25,"4,2","13,9",14:44,"10,9","1008,2",Varias,"1005,6",16,60,84,00:57,40,14:07
2015-09-18,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,2","0,0","21,0",06:45,"29,4",14:11,06,"5,0","12,5",16:38,"6,7","1009,2",Varias,"1005,9",04,71,88,15:44,58,13:58
2015-09-19,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,1","0,6","21,4",20:51,"28,8",13:44,07,"5,8","13,3",11:24,"3,7","1010,0",Varias,"1007,7",05,59,88,Varias,45,13:45
2015-09-20,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,6","0,0","20,4",04:16,"28,7",14:36,08,"6,9","13,3",11:41,"11,4","1009,4",Varias,"1006,2",17,59,75,00:32,47,12:07
2015-09-21,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,2","0,0","20,9",04:37,"31,4",12:56,05,"6,4","13,3",07:43,"9,8","1007,6",00,"1005,2",18,65,85,Varias,47,10:26
2015-09-22,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"29,4","0,0","23,5",00:22,"35,2",13:40,99,"3,3","9,2",Varias,"9,7","1007,7",Varias,"1004,9",15,39,85,Varias,27,11:39
2015-09-23,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"27,7","0,0","23,4",06:55,"32,0",13:09,01,"2,5","7,8",05:36,"11,2","1008,3",Varias,"1005,2",05,60,87,22:08,40,08:25
2015-09-24,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"27,4","0,0","24,5",04:08,"30,4",14:51,01,"2,5","9,7",06:12,"2,4","1009,8",Varias,"1006,3",04,77,86,Varias,54,14:52
2015-09-25,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,6","0,0","24,0",23:08,"29,3",12:55,10,"5,3","10,8",16:15,"5,4","1009,7",Varias,"1006,9",04,74,87,Varias,62,13:36
2015-09-26,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,0","0,0","23,2",20:24,"28,7",13:52,06,"6,1","12,8",10:34,"1,5","1008,8",Varias,"1006,3",16,70,83,00:00,56,15:54
2015-09-27,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,4","0,0","21,6",06:09,"29,2",13:25,99,"7,2","13,9",Varias,"9,0","1008,2",Varias,"1006,0",04,62,82,Varias,43,12:35
2015-09-28,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,6","0,2","20,4",06:54,"28,7",10:32,99,"3,9","9,7",Varias,"4,5","1007,6",Varias,"1005,3",17,67,82,17:20,48,10:24
2015-09-29,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"23,6","0,0","18,9",06:02,"28,3",11:59,21,"4,7","9,2",12:31,"5,0","1007,0",Varias,"1004,5",05,68,82,Varias,55,12:00
2015-09-30,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"23,8","0,0","19,4",07:03,"28,2",14:22,32,"2,8","8,9",06:31,"10,3","1009,9",Varias,"1006,4",05,68,84,05:03,53,13:55
2015-10-01,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,6","0,0","20,1",04:05,"29,2",13:40,09,"6,1","11,4",11:44,"8,2","1011,3",Varias,"1008,1",05,67,80,Varias,46,02:06
2015-10-02,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,4","0,0","21,2",06:39,"29,6",13:12,02,"2,2","8,3",22:50,"10,7","1010,8",11,"1007,4",18,68,84,Varias,55,14:54
2015-10-03,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"27,0","0,0","23,4",Varias,"30,7",15:00,35,"2,8","9,2",05:35,"8,7","1009,0",00,"1006,5",18,61,88,Varias,42,21:10
2015-10-04,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"30,2","0,0","26,7",23:26,"33,6",12:35,05,"3,1","12,5",21:07,"3,5","1011,3",Varias,"1006,9",05,50,66,20:23,43,01:03
2015-10-05,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"30,4","0,0","24,8",Varias,"35,9",12:40,99,"3,3","9,2",Varias,"9,8","1012,2",Varias,"1009,8",02,56,88,21:52,34,12:32
2015-10-06,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,6","0,0","23,6",04:14,"29,7",13:45,99,"7,5","12,5",Varias,"10,1","1011,9",Varias,"1009,7",03,71,87,Varias,55,14:26
2015-10-07,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,0","0,0","22,3",04:21,"29,7",12:15,07,"6,9","13,3",12:59,"7,8","1011,2",Varias,"1008,8",04,68,83,06:39,52,13:31
2015-10-08,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,2","0,0","20,5",07:06,"27,9",11:56,10,"4,4","9,7",11:39,"5,9","1010,5",Varias,"1007,9",18,63,67,Varias,47,10:54
2015-10-09,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,4","0,0","20,6",07:00,"28,1",14:10,25,"5,8","12,8",17:44,"10,9","1008,9",00,"1005,0",17,62,74,Varias,47,10:39
2015-10-10,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"26,6","0,0","21,1",07:07,"32,1",16:52,09,"4,2","10,8",17:00,"7,2","1006,4",00,"1002,8",17,65,84,20:19,38,08:39
2015-10-11,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,6","8,7","21,7",07:08,"29,6",13:49,33,"3,1","10,3",19:53,"5,4","1005,8",Varias,"1003,6",04,77,93,Varias,56,13:50
2015-10-12,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,6","0,0","21,6",20:24,"27,5",Varias,34,"2,8","10,8",18:02,"5,5","1008,5",Varias,"1004,9",04,73,92,Varias,56,12:12
2015-10-13,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,8","0,0","21,9",05:21,"27,6",13:38,10,"4,2","8,9",Varias,"3,9","1008,8",Varias,"1006,6",04,68,74,Varias,56,14:46
2015-10-14,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,5","4,1","21,3",21:11,"27,7",13:47,01,"3,1","10,3",16:56,"2,1","1008,2",00,"1005,1",Varias,67,91,21:41,48,14:43
2015-10-15,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,8","6,6","21,4",00:27,"28,3",15:27,25,"5,8","10,3",15:12,"6,1","1005,1",00,"1001,4",18,79,95,Varias,60,15:09
2015-10-16,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"25,1","6,4","21,8",07:24,"28,4",12:58,25,"11,9","23,6",13:50,"5,9","1010,5",13,"997,8",15,74,97,07:22,57,12:17
2015-10-17,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,8","0,2","20,6",06:25,"29,0",14:50,26,"7,5","14,4",Varias,"10,2","1005,1",Varias,"1001,4",02,67,85,Varias,49,12:46
2015-10-18,C429I,TENERIFE SUR AEROPUERTO,SANTA CRUZ DE TENERIFE,64,"24,8","0,4","20,5",05:00,"29,0",12:39,25,"8,6","17,5",13:20,"9,8","1005,2",Varias,"1002,6",18,64,90,Varias,45,11:08
