periodos_id,periodos_nombre,indicadores_id,indicadores_nombre,islas_alojamiento_id,islas_alojamiento_nombre,estancias_medias_indice_ocupacion_plazas_hoteleras_ofertadas_pernoctaciones_establecimientos_hoteleros
2010,2010,0,Estancias medias,ES70,Canarias,7.5
2010,2010,0,Estancias medias,ES708,Lanzarote,7.7
2010,2010,0,Estancias medias,ES704,Fuerteventura,8.5
2010,2010,0,Estancias medias,ES705,Gran Canaria,7.4
2010,2010,0,Estancias medias,ES709,Tenerife,7.2
2010,2010,0,Estancias medias,ES706,La Gomera,6.0
2010,2010,0,Estancias medias,ES707,La Palma,5.2
2010,2010,0,Estancias medias,ES703,El Hierro,3.1
2010,2010,1,Índice de ocupación por plazas,ES70,Canarias,63.8
2010,2010,1,Índice de ocupación por plazas,ES708,Lanzarote,57.8
2010,2010,1,Índice de ocupación por plazas,ES704,Fuerteventura,57.2
2010,2010,1,Índice de ocupación por plazas,ES705,Gran Canaria,69.3
2010,2010,1,Índice de ocupación por plazas,ES709,Tenerife,66.9
2010,2010,1,Índice de ocupación por plazas,ES706,La Gomera,62.5
2010,2010,1,Índice de ocupación por plazas,ES707,La Palma,41.1
2010,2010,1,Índice de ocupación por plazas,ES703,El Hierro,31.0
2010,2010,2,Pernoctaciones,ES70,Canarias,17955553
2010,2010,2,Pernoctaciones,ES708,Lanzarote,2575890
2010,2010,2,Pernoctaciones,ES704,Fuerteventura,2981017
2010,2010,2,Pernoctaciones,ES705,Gran Canaria,5086613
2010,2010,2,Pernoctaciones,ES709,Tenerife,6943681
2010,2010,2,Pernoctaciones,ES706,La Gomera,145145
2010,2010,2,Pernoctaciones,ES707,La Palma,210187
2010,2010,2,Pernoctaciones,ES703,El Hierro,13020
2010M04,2010 Abril,0,Estancias medias,ES70,Canarias,6.6
2010M04,2010 Abril,0,Estancias medias,ES708,Lanzarote,7.2
2010M04,2010 Abril,0,Estancias medias,ES704,Fuerteventura,7.9
2010M04,2010 Abril,0,Estancias medias,ES705,Gran Canaria,6.4
2010M04,2010 Abril,0,Estancias medias,ES709,Tenerife,6.1
2010M04,2010 Abril,0,Estancias medias,ES706,La Gomera,5.7
2010M04,2010 Abril,0,Estancias medias,ES707,La Palma,4.6
2010M04,2010 Abril,0,Estancias medias,ES703,El Hierro,2.9
2010M04,2010 Abril,1,Índice de ocupación por plazas,ES70,Canarias,58.9
2010M04,2010 Abril,1,Índice de ocupación por plazas,ES708,Lanzarote,58.4
2010M04,2010 Abril,1,Índice de ocupación por plazas,ES704,Fuerteventura,57.7
2010M04,2010 Abril,1,Índice de ocupación por plazas,ES705,Gran Canaria,59.0
2010M04,2010 Abril,1,Índice de ocupación por plazas,ES709,Tenerife,61.0
2010M04,2010 Abril,1,Índice de ocupación por plazas,ES706,La Gomera,53.3
2010M04,2010 Abril,1,Índice de ocupación por plazas,ES707,La Palma,38.0
2010M04,2010 Abril,1,Índice de ocupación por plazas,ES703,El Hierro,27.9
2010M04,2010 Abril,2,Pernoctaciones,ES70,Canarias,4144504
2010M04,2010 Abril,2,Pernoctaciones,ES708,Lanzarote,650192
2010M04,2010 Abril,2,Pernoctaciones,ES704,Fuerteventura,751986
2010M04,2010 Abril,2,Pernoctaciones,ES705,Gran Canaria,1082694
2010M04,2010 Abril,2,Pernoctaciones,ES709,Tenerife,1577129
2010M04,2010 Abril,2,Pernoctaciones,ES706,La Gomera,30927
2010M04,2010 Abril,2,Pernoctaciones,ES707,La Palma,48646
2010M04,2010 Abril,2,Pernoctaciones,ES703,El Hierro,2930
2010M03,2010 Marzo,0,Estancias medias,ES70,Canarias,7.5
2010M03,2010 Marzo,0,Estancias medias,ES708,Lanzarote,7.9
2010M03,2010 Marzo,0,Estancias medias,ES704,Fuerteventura,8.5
2010M03,2010 Marzo,0,Estancias medias,ES705,Gran Canaria,7.4
2010M03,2010 Marzo,0,Estancias medias,ES709,Tenerife,7.3
2010M03,2010 Marzo,0,Estancias medias,ES706,La Gomera,6.3
2010M03,2010 Marzo,0,Estancias medias,ES707,La Palma,6.0
2010M03,2010 Marzo,0,Estancias medias,ES703,El Hierro,3.5
2010M03,2010 Marzo,1,Índice de ocupación por plazas,ES70,Canarias,66.5
2010M03,2010 Marzo,1,Índice de ocupación por plazas,ES708,Lanzarote,62.1
2010M03,2010 Marzo,1,Índice de ocupación por plazas,ES704,Fuerteventura,61.6
2010M03,2010 Marzo,1,Índice de ocupación por plazas,ES705,Gran Canaria,73.0
2010M03,2010 Marzo,1,Índice de ocupación por plazas,ES709,Tenerife,67.4
2010M03,2010 Marzo,1,Índice de ocupación por plazas,ES706,La Gomera,72.9
2010M03,2010 Marzo,1,Índice de ocupación por plazas,ES707,La Palma,43.9
2010M03,2010 Marzo,1,Índice de ocupación por plazas,ES703,El Hierro,36.7
2010M03,2010 Marzo,2,Pernoctaciones,ES70,Canarias,4843674
2010M03,2010 Marzo,2,Pernoctaciones,ES708,Lanzarote,715003
2010M03,2010 Marzo,2,Pernoctaciones,ES704,Fuerteventura,829167
2010M03,2010 Marzo,2,Pernoctaciones,ES705,Gran Canaria,1383684
2010M03,2010 Marzo,2,Pernoctaciones,ES709,Tenerife,1810184
2010M03,2010 Marzo,2,Pernoctaciones,ES706,La Gomera,43680
2010M03,2010 Marzo,2,Pernoctaciones,ES707,La Palma,57974
2010M03,2010 Marzo,2,Pernoctaciones,ES703,El Hierro,3982
2010M02,2010 Febrero,0,Estancias medias,ES70,Canarias,7.6
2010M02,2010 Febrero,0,Estancias medias,ES708,Lanzarote,7.5
2010M02,2010 Febrero,0,Estancias medias,ES704,Fuerteventura,8.5
2010M02,2010 Febrero,0,Estancias medias,ES705,Gran Canaria,7.6
2010M02,2010 Febrero,0,Estancias medias,ES709,Tenerife,7.6
2010M02,2010 Febrero,0,Estancias medias,ES706,La Gomera,5.9
2010M02,2010 Febrero,0,Estancias medias,ES707,La Palma,4.6
2010M02,2010 Febrero,0,Estancias medias,ES703,El Hierro,2.8
2010M02,2010 Febrero,1,Índice de ocupación por plazas,ES70,Canarias,66.6
2010M02,2010 Febrero,1,Índice de ocupación por plazas,ES708,Lanzarote,56.8
2010M02,2010 Febrero,1,Índice de ocupación por plazas,ES704,Fuerteventura,56.0
2010M02,2010 Febrero,1,Índice de ocupación por plazas,ES705,Gran Canaria,75.4
2010M02,2010 Febrero,1,Índice de ocupación por plazas,ES709,Tenerife,71.1
2010M02,2010 Febrero,1,Índice de ocupación por plazas,ES706,La Gomera,64.6
2010M02,2010 Febrero,1,Índice de ocupación por plazas,ES707,La Palma,43.7
2010M02,2010 Febrero,1,Índice de ocupación por plazas,ES703,El Hierro,31.0
2010M02,2010 Febrero,2,Pernoctaciones,ES70,Canarias,4375959
2010M02,2010 Febrero,2,Pernoctaciones,ES708,Lanzarote,590448
2010M02,2010 Febrero,2,Pernoctaciones,ES704,Fuerteventura,681285
2010M02,2010 Febrero,2,Pernoctaciones,ES705,Gran Canaria,1291142
2010M02,2010 Febrero,2,Pernoctaciones,ES709,Tenerife,1722862
2010M02,2010 Febrero,2,Pernoctaciones,ES706,La Gomera,34974
2010M02,2010 Febrero,2,Pernoctaciones,ES707,La Palma,52207
2010M02,2010 Febrero,2,Pernoctaciones,ES703,El Hierro,3041
2010M01,2010 Enero,0,Estancias medias,ES70,Canarias,8.2
2010M01,2010 Enero,0,Estancias medias,ES708,Lanzarote,8.3
2010M01,2010 Enero,0,Estancias medias,ES704,Fuerteventura,9.3
2010M01,2010 Enero,0,Estancias medias,ES705,Gran Canaria,8.0
2010M01,2010 Enero,0,Estancias medias,ES709,Tenerife,8.1
2010M01,2010 Enero,0,Estancias medias,ES706,La Gomera,6.0
2010M01,2010 Enero,0,Estancias medias,ES707,La Palma,6.0
2010M01,2010 Enero,0,Estancias medias,ES703,El Hierro,3.2
2010M01,2010 Enero,1,Índice de ocupación por plazas,ES70,Canarias,63.1
2010M01,2010 Enero,1,Índice de ocupación por plazas,ES708,Lanzarote,53.9
2010M01,2010 Enero,1,Índice de ocupación por plazas,ES704,Fuerteventura,53.4
2010M01,2010 Enero,1,Índice de ocupación por plazas,ES705,Gran Canaria,70.1
2010M01,2010 Enero,1,Índice de ocupación por plazas,ES709,Tenerife,68.3
2010M01,2010 Enero,1,Índice de ocupación por plazas,ES706,La Gomera,59.3
2010M01,2010 Enero,1,Índice de ocupación por plazas,ES707,La Palma,38.9
2010M01,2010 Enero,1,Índice de ocupación por plazas,ES703,El Hierro,28.3
2010M01,2010 Enero,2,Pernoctaciones,ES70,Canarias,4591416
2010M01,2010 Enero,2,Pernoctaciones,ES708,Lanzarote,620247
2010M01,2010 Enero,2,Pernoctaciones,ES704,Fuerteventura,718579
2010M01,2010 Enero,2,Pernoctaciones,ES705,Gran Canaria,1329093
2010M01,2010 Enero,2,Pernoctaciones,ES709,Tenerife,1833506
2010M01,2010 Enero,2,Pernoctaciones,ES706,La Gomera,35564
2010M01,2010 Enero,2,Pernoctaciones,ES707,La Palma,51360
2010M01,2010 Enero,2,Pernoctaciones,ES703,El Hierro,3067
2009,2009,0,Estancias medias,ES70,Canarias,7.8
2009,2009,0,Estancias medias,ES708,Lanzarote,8.1
2009,2009,0,Estancias medias,ES704,Fuerteventura,9.3
2009,2009,0,Estancias medias,ES705,Gran Canaria,7.5
2009,2009,0,Estancias medias,ES709,Tenerife,7.5
2009,2009,0,Estancias medias,ES706,La Gomera,6.1
2009,2009,0,Estancias medias,ES707,La Palma,5.4
2009,2009,0,Estancias medias,ES703,El Hierro,2.9
2009,2009,1,Índice de ocupación por plazas,ES70,Canarias,61.7
2009,2009,1,Índice de ocupación por plazas,ES708,Lanzarote,57.7
2009,2009,1,Índice de ocupación por plazas,ES704,Fuerteventura,59.7
2009,2009,1,Índice de ocupación por plazas,ES705,Gran Canaria,66.1
2009,2009,1,Índice de ocupación por plazas,ES709,Tenerife,62.5
2009,2009,1,Índice de ocupación por plazas,ES706,La Gomera,59.5
2009,2009,1,Índice de ocupación por plazas,ES707,La Palma,41.9
2009,2009,1,Índice de ocupación por plazas,ES703,El Hierro,28.8
2009,2009,2,Pernoctaciones,ES70,Canarias,52587497
2009,2009,2,Pernoctaciones,ES708,Lanzarote,7462614
2009,2009,2,Pernoctaciones,ES704,Fuerteventura,9742431
2009,2009,2,Pernoctaciones,ES705,Gran Canaria,14317464
2009,2009,2,Pernoctaciones,ES709,Tenerife,19953408
2009,2009,2,Pernoctaciones,ES706,La Gomera,424472
2009,2009,2,Pernoctaciones,ES707,La Palma,651441
2009,2009,2,Pernoctaciones,ES703,El Hierro,35667
2009M12,2009 Diciembre,0,Estancias medias,ES70,Canarias,7.7
2009M12,2009 Diciembre,0,Estancias medias,ES708,Lanzarote,7.7
2009M12,2009 Diciembre,0,Estancias medias,ES704,Fuerteventura,8.8
2009M12,2009 Diciembre,0,Estancias medias,ES705,Gran Canaria,7.6
2009M12,2009 Diciembre,0,Estancias medias,ES709,Tenerife,7.5
2009M12,2009 Diciembre,0,Estancias medias,ES706,La Gomera,6.4
2009M12,2009 Diciembre,0,Estancias medias,ES707,La Palma,4.4
2009M12,2009 Diciembre,0,Estancias medias,ES703,El Hierro,2.8
2009M12,2009 Diciembre,1,Índice de ocupación por plazas,ES70,Canarias,58.6
2009M12,2009 Diciembre,1,Índice de ocupación por plazas,ES708,Lanzarote,50.0
2009M12,2009 Diciembre,1,Índice de ocupación por plazas,ES704,Fuerteventura,49.8
2009M12,2009 Diciembre,1,Índice de ocupación por plazas,ES705,Gran Canaria,67.4
2009M12,2009 Diciembre,1,Índice de ocupación por plazas,ES709,Tenerife,61.8
2009M12,2009 Diciembre,1,Índice de ocupación por plazas,ES706,La Gomera,53.3
2009M12,2009 Diciembre,1,Índice de ocupación por plazas,ES707,La Palma,35.3
2009M12,2009 Diciembre,1,Índice de ocupación por plazas,ES703,El Hierro,26.1
2009M12,2009 Diciembre,2,Pernoctaciones,ES70,Canarias,4293226
2009M12,2009 Diciembre,2,Pernoctaciones,ES708,Lanzarote,560582
2009M12,2009 Diciembre,2,Pernoctaciones,ES704,Fuerteventura,695555
2009M12,2009 Diciembre,2,Pernoctaciones,ES705,Gran Canaria,1276260
2009M12,2009 Diciembre,2,Pernoctaciones,ES709,Tenerife,1678776
2009M12,2009 Diciembre,2,Pernoctaciones,ES706,La Gomera,32533
2009M12,2009 Diciembre,2,Pernoctaciones,ES707,La Palma,46694
2009M12,2009 Diciembre,2,Pernoctaciones,ES703,El Hierro,2826
2009M11,2009 Noviembre,0,Estancias medias,ES70,Canarias,7.7
2009M11,2009 Noviembre,0,Estancias medias,ES708,Lanzarote,7.8
2009M11,2009 Noviembre,0,Estancias medias,ES704,Fuerteventura,9.0
2009M11,2009 Noviembre,0,Estancias medias,ES705,Gran Canaria,7.5
2009M11,2009 Noviembre,0,Estancias medias,ES709,Tenerife,7.4
2009M11,2009 Noviembre,0,Estancias medias,ES706,La Gomera,6.8
2009M11,2009 Noviembre,0,Estancias medias,ES707,La Palma,5.1
2009M11,2009 Noviembre,0,Estancias medias,ES703,El Hierro,2.7
2009M11,2009 Noviembre,1,Índice de ocupación por plazas,ES70,Canarias,60.3
2009M11,2009 Noviembre,1,Índice de ocupación por plazas,ES708,Lanzarote,56.0
2009M11,2009 Noviembre,1,Índice de ocupación por plazas,ES704,Fuerteventura,55.4
2009M11,2009 Noviembre,1,Índice de ocupación por plazas,ES705,Gran Canaria,69.4
2009M11,2009 Noviembre,1,Índice de ocupación por plazas,ES709,Tenerife,59.5
2009M11,2009 Noviembre,1,Índice de ocupación por plazas,ES706,La Gomera,60.1
2009M11,2009 Noviembre,1,Índice de ocupación por plazas,ES707,La Palma,39.8
2009M11,2009 Noviembre,1,Índice de ocupación por plazas,ES703,El Hierro,30.4
2009M11,2009 Noviembre,2,Pernoctaciones,ES70,Canarias,4295579
2009M11,2009 Noviembre,2,Pernoctaciones,ES708,Lanzarote,608574
2009M11,2009 Noviembre,2,Pernoctaciones,ES704,Fuerteventura,748523
2009M11,2009 Noviembre,2,Pernoctaciones,ES705,Gran Canaria,1274838
2009M11,2009 Noviembre,2,Pernoctaciones,ES709,Tenerife,1574013
2009M11,2009 Noviembre,2,Pernoctaciones,ES706,La Gomera,35520
2009M11,2009 Noviembre,2,Pernoctaciones,ES707,La Palma,50924
2009M11,2009 Noviembre,2,Pernoctaciones,ES703,El Hierro,3187
2009M10,2009 Octubre,0,Estancias medias,ES70,Canarias,7.2
2009M10,2009 Octubre,0,Estancias medias,ES708,Lanzarote,7.4
2009M10,2009 Octubre,0,Estancias medias,ES704,Fuerteventura,8.6
2009M10,2009 Octubre,0,Estancias medias,ES705,Gran Canaria,7.0
2009M10,2009 Octubre,0,Estancias medias,ES709,Tenerife,6.8
2009M10,2009 Octubre,0,Estancias medias,ES706,La Gomera,6.0
2009M10,2009 Octubre,0,Estancias medias,ES707,La Palma,5.0
2009M10,2009 Octubre,0,Estancias medias,ES703,El Hierro,2.9
2009M10,2009 Octubre,1,Índice de ocupación por plazas,ES70,Canarias,59.7
2009M10,2009 Octubre,1,Índice de ocupación por plazas,ES708,Lanzarote,55.2
2009M10,2009 Octubre,1,Índice de ocupación por plazas,ES704,Fuerteventura,62.3
2009M10,2009 Octubre,1,Índice de ocupación por plazas,ES705,Gran Canaria,63.9
2009M10,2009 Octubre,1,Índice de ocupación por plazas,ES709,Tenerife,58.7
2009M10,2009 Octubre,1,Índice de ocupación por plazas,ES706,La Gomera,60.0
2009M10,2009 Octubre,1,Índice de ocupación por plazas,ES707,La Palma,30.8
2009M10,2009 Octubre,1,Índice de ocupación por plazas,ES703,El Hierro,33.9
2009M10,2009 Octubre,2,Pernoctaciones,ES70,Canarias,4360408
2009M10,2009 Octubre,2,Pernoctaciones,ES708,Lanzarote,619424
2009M10,2009 Octubre,2,Pernoctaciones,ES704,Fuerteventura,867217
2009M10,2009 Octubre,2,Pernoctaciones,ES705,Gran Canaria,1183375
2009M10,2009 Octubre,2,Pernoctaciones,ES709,Tenerife,1609317
2009M10,2009 Octubre,2,Pernoctaciones,ES706,La Gomera,36666
2009M10,2009 Octubre,2,Pernoctaciones,ES707,La Palma,40729
2009M10,2009 Octubre,2,Pernoctaciones,ES703,El Hierro,3680
2009M09,2009 Septiembre,0,Estancias medias,ES70,Canarias,8.1
2009M09,2009 Septiembre,0,Estancias medias,ES708,Lanzarote,8.4
2009M09,2009 Septiembre,0,Estancias medias,ES704,Fuerteventura,9.9
2009M09,2009 Septiembre,0,Estancias medias,ES705,Gran Canaria,7.7
2009M09,2009 Septiembre,0,Estancias medias,ES709,Tenerife,7.6
2009M09,2009 Septiembre,0,Estancias medias,ES706,La Gomera,5.8
2009M09,2009 Septiembre,0,Estancias medias,ES707,La Palma,5.5
2009M09,2009 Septiembre,0,Estancias medias,ES703,El Hierro,3.0
2009M09,2009 Septiembre,1,Índice de ocupación por plazas,ES70,Canarias,60.8
2009M09,2009 Septiembre,1,Índice de ocupación por plazas,ES708,Lanzarote,59.4
2009M09,2009 Septiembre,1,Índice de ocupación por plazas,ES704,Fuerteventura,67.0
2009M09,2009 Septiembre,1,Índice de ocupación por plazas,ES705,Gran Canaria,63.6
2009M09,2009 Septiembre,1,Índice de ocupación por plazas,ES709,Tenerife,57.6
2009M09,2009 Septiembre,1,Índice de ocupación por plazas,ES706,La Gomera,52.4
2009M09,2009 Septiembre,1,Índice de ocupación por plazas,ES707,La Palma,37.7
2009M09,2009 Septiembre,1,Índice de ocupación por plazas,ES703,El Hierro,30.8
2009M09,2009 Septiembre,2,Pernoctaciones,ES70,Canarias,4277632
2009M09,2009 Septiembre,2,Pernoctaciones,ES708,Lanzarote,644595
2009M09,2009 Septiembre,2,Pernoctaciones,ES704,Fuerteventura,901416
2009M09,2009 Septiembre,2,Pernoctaciones,ES705,Gran Canaria,1139178
2009M09,2009 Septiembre,2,Pernoctaciones,ES709,Tenerife,1510368
2009M09,2009 Septiembre,2,Pernoctaciones,ES706,La Gomera,30967
2009M09,2009 Septiembre,2,Pernoctaciones,ES707,La Palma,48188
2009M09,2009 Septiembre,2,Pernoctaciones,ES703,El Hierro,2920
2009M08,2009 Agosto,0,Estancias medias,ES70,Canarias,7.9
2009M08,2009 Agosto,0,Estancias medias,ES708,Lanzarote,8.5
2009M08,2009 Agosto,0,Estancias medias,ES704,Fuerteventura,9.3
2009M08,2009 Agosto,0,Estancias medias,ES705,Gran Canaria,7.6
2009M08,2009 Agosto,0,Estancias medias,ES709,Tenerife,7.4
2009M08,2009 Agosto,0,Estancias medias,ES706,La Gomera,5.2
2009M08,2009 Agosto,0,Estancias medias,ES707,La Palma,6.2
2009M08,2009 Agosto,0,Estancias medias,ES703,El Hierro,2.9
2009M08,2009 Agosto,1,Índice de ocupación por plazas,ES70,Canarias,74.9
2009M08,2009 Agosto,1,Índice de ocupación por plazas,ES708,Lanzarote,74.5
2009M08,2009 Agosto,1,Índice de ocupación por plazas,ES704,Fuerteventura,81.5
2009M08,2009 Agosto,1,Índice de ocupación por plazas,ES705,Gran Canaria,76.6
2009M08,2009 Agosto,1,Índice de ocupación por plazas,ES709,Tenerife,71.1
2009M08,2009 Agosto,1,Índice de ocupación por plazas,ES706,La Gomera,61.9
2009M08,2009 Agosto,1,Índice de ocupación por plazas,ES707,La Palma,68.8
2009M08,2009 Agosto,1,Índice de ocupación por plazas,ES703,El Hierro,42.5
2009M08,2009 Agosto,2,Pernoctaciones,ES70,Canarias,5406809
2009M08,2009 Agosto,2,Pernoctaciones,ES708,Lanzarote,835993
2009M08,2009 Agosto,2,Pernoctaciones,ES704,Fuerteventura,1133036
2009M08,2009 Agosto,2,Pernoctaciones,ES705,Gran Canaria,1377382
2009M08,2009 Agosto,2,Pernoctaciones,ES709,Tenerife,1927469
2009M08,2009 Agosto,2,Pernoctaciones,ES706,La Gomera,37814
2009M08,2009 Agosto,2,Pernoctaciones,ES707,La Palma,90948
2009M08,2009 Agosto,2,Pernoctaciones,ES703,El Hierro,4167
2009M07,2009 Julio,0,Estancias medias,ES70,Canarias,8.0
2009M07,2009 Julio,0,Estancias medias,ES708,Lanzarote,8.4
2009M07,2009 Julio,0,Estancias medias,ES704,Fuerteventura,9.9
2009M07,2009 Julio,0,Estancias medias,ES705,Gran Canaria,7.6
2009M07,2009 Julio,0,Estancias medias,ES709,Tenerife,7.5
2009M07,2009 Julio,0,Estancias medias,ES706,La Gomera,5.3
2009M07,2009 Julio,0,Estancias medias,ES707,La Palma,5.9
2009M07,2009 Julio,0,Estancias medias,ES703,El Hierro,2.8
2009M07,2009 Julio,1,Índice de ocupación por plazas,ES70,Canarias,69.8
2009M07,2009 Julio,1,Índice de ocupación por plazas,ES708,Lanzarote,71.2
2009M07,2009 Julio,1,Índice de ocupación por plazas,ES704,Fuerteventura,76.0
2009M07,2009 Julio,1,Índice de ocupación por plazas,ES705,Gran Canaria,69.8
2009M07,2009 Julio,1,Índice de ocupación por plazas,ES709,Tenerife,67.2
2009M07,2009 Julio,1,Índice de ocupación por plazas,ES706,La Gomera,53.2
2009M07,2009 Julio,1,Índice de ocupación por plazas,ES707,La Palma,58.4
2009M07,2009 Julio,1,Índice de ocupación por plazas,ES703,El Hierro,38.5
2009M07,2009 Julio,2,Pernoctaciones,ES70,Canarias,5030639
2009M07,2009 Julio,2,Pernoctaciones,ES708,Lanzarote,798878
2009M07,2009 Julio,2,Pernoctaciones,ES704,Fuerteventura,1056474
2009M07,2009 Julio,2,Pernoctaciones,ES705,Gran Canaria,1255072
2009M07,2009 Julio,2,Pernoctaciones,ES709,Tenerife,1806723
2009M07,2009 Julio,2,Pernoctaciones,ES706,La Gomera,32469
2009M07,2009 Julio,2,Pernoctaciones,ES707,La Palma,77254
2009M07,2009 Julio,2,Pernoctaciones,ES703,El Hierro,3769
2009M06,2009 Junio,0,Estancias medias,ES70,Canarias,7.6
2009M06,2009 Junio,0,Estancias medias,ES708,Lanzarote,8.0
2009M06,2009 Junio,0,Estancias medias,ES704,Fuerteventura,9.1
2009M06,2009 Junio,0,Estancias medias,ES705,Gran Canaria,7.2
2009M06,2009 Junio,0,Estancias medias,ES709,Tenerife,7.3
2009M06,2009 Junio,0,Estancias medias,ES706,La Gomera,4.7
2009M06,2009 Junio,0,Estancias medias,ES707,La Palma,4.7
2009M06,2009 Junio,0,Estancias medias,ES703,El Hierro,2.7
2009M06,2009 Junio,1,Índice de ocupación por plazas,ES70,Canarias,57.6
2009M06,2009 Junio,1,Índice de ocupación por plazas,ES708,Lanzarote,56.1
2009M06,2009 Junio,1,Índice de ocupación por plazas,ES704,Fuerteventura,60.6
2009M06,2009 Junio,1,Índice de ocupación por plazas,ES705,Gran Canaria,59.8
2009M06,2009 Junio,1,Índice de ocupación por plazas,ES709,Tenerife,56.9
2009M06,2009 Junio,1,Índice de ocupación por plazas,ES706,La Gomera,42.1
2009M06,2009 Junio,1,Índice de ocupación por plazas,ES707,La Palma,33.0
2009M06,2009 Junio,1,Índice de ocupación por plazas,ES703,El Hierro,21.4
2009M06,2009 Junio,2,Pernoctaciones,ES70,Canarias,3983494
2009M06,2009 Junio,2,Pernoctaciones,ES708,Lanzarote,590692
2009M06,2009 Junio,2,Pernoctaciones,ES704,Fuerteventura,816147
2009M06,2009 Junio,2,Pernoctaciones,ES705,Gran Canaria,1040777
2009M06,2009 Junio,2,Pernoctaciones,ES709,Tenerife,1466745
2009M06,2009 Junio,2,Pernoctaciones,ES706,La Gomera,24907
2009M06,2009 Junio,2,Pernoctaciones,ES707,La Palma,42199
2009M06,2009 Junio,2,Pernoctaciones,ES703,El Hierro,2027
2009M05,2009 Mayo,0,Estancias medias,ES70,Canarias,7.3
2009M05,2009 Mayo,0,Estancias medias,ES708,Lanzarote,7.7
2009M05,2009 Mayo,0,Estancias medias,ES704,Fuerteventura,8.6
2009M05,2009 Mayo,0,Estancias medias,ES705,Gran Canaria,6.9
2009M05,2009 Mayo,0,Estancias medias,ES709,Tenerife,7.0
2009M05,2009 Mayo,0,Estancias medias,ES706,La Gomera,6.2
2009M05,2009 Mayo,0,Estancias medias,ES707,La Palma,4.9
2009M05,2009 Mayo,0,Estancias medias,ES703,El Hierro,1.9
2009M05,2009 Mayo,1,Índice de ocupación por plazas,ES70,Canarias,51.5
2009M05,2009 Mayo,1,Índice de ocupación por plazas,ES708,Lanzarote,45.7
2009M05,2009 Mayo,1,Índice de ocupación por plazas,ES704,Fuerteventura,50.6
2009M05,2009 Mayo,1,Índice de ocupación por plazas,ES705,Gran Canaria,57.7
2009M05,2009 Mayo,1,Índice de ocupación por plazas,ES709,Tenerife,51.3
2009M05,2009 Mayo,1,Índice de ocupación por plazas,ES706,La Gomera,55.2
2009M05,2009 Mayo,1,Índice de ocupación por plazas,ES707,La Palma,30.8
2009M05,2009 Mayo,1,Índice de ocupación por plazas,ES703,El Hierro,11.8
2009M05,2009 Mayo,2,Pernoctaciones,ES70,Canarias,3668851
2009M05,2009 Mayo,2,Pernoctaciones,ES708,Lanzarote,497647
2009M05,2009 Mayo,2,Pernoctaciones,ES704,Fuerteventura,693169
2009M05,2009 Mayo,2,Pernoctaciones,ES705,Gran Canaria,1037960
2009M05,2009 Mayo,2,Pernoctaciones,ES709,Tenerife,1365050
2009M05,2009 Mayo,2,Pernoctaciones,ES706,La Gomera,33077
2009M05,2009 Mayo,2,Pernoctaciones,ES707,La Palma,40673
2009M05,2009 Mayo,2,Pernoctaciones,ES703,El Hierro,1275
2009M04,2009 Abril,0,Estancias medias,ES70,Canarias,7.4
2009M04,2009 Abril,0,Estancias medias,ES708,Lanzarote,8.1
2009M04,2009 Abril,0,Estancias medias,ES704,Fuerteventura,9.1
2009M04,2009 Abril,0,Estancias medias,ES705,Gran Canaria,6.7
2009M04,2009 Abril,0,Estancias medias,ES709,Tenerife,7.1
2009M04,2009 Abril,0,Estancias medias,ES706,La Gomera,5.7
2009M04,2009 Abril,0,Estancias medias,ES707,La Palma,5.2
2009M04,2009 Abril,0,Estancias medias,ES703,El Hierro,3.1
2009M04,2009 Abril,1,Índice de ocupación por plazas,ES70,Canarias,60.4
2009M04,2009 Abril,1,Índice de ocupación por plazas,ES708,Lanzarote,57.2
2009M04,2009 Abril,1,Índice de ocupación por plazas,ES704,Fuerteventura,59.5
2009M04,2009 Abril,1,Índice de ocupación por plazas,ES705,Gran Canaria,62.9
2009M04,2009 Abril,1,Índice de ocupación por plazas,ES709,Tenerife,61.4
2009M04,2009 Abril,1,Índice de ocupación por plazas,ES706,La Gomera,62.4
2009M04,2009 Abril,1,Índice de ocupación por plazas,ES707,La Palma,40.8
2009M04,2009 Abril,1,Índice de ocupación por plazas,ES703,El Hierro,29.7
2009M04,2009 Abril,2,Pernoctaciones,ES70,Canarias,4215108
2009M04,2009 Abril,2,Pernoctaciones,ES708,Lanzarote,604334
2009M04,2009 Abril,2,Pernoctaciones,ES704,Fuerteventura,787919
2009M04,2009 Abril,2,Pernoctaciones,ES705,Gran Canaria,1119619
2009M04,2009 Abril,2,Pernoctaciones,ES709,Tenerife,1611711
2009M04,2009 Abril,2,Pernoctaciones,ES706,La Gomera,36179
2009M04,2009 Abril,2,Pernoctaciones,ES707,La Palma,52230
2009M04,2009 Abril,2,Pernoctaciones,ES703,El Hierro,3116
2009M03,2009 Marzo,0,Estancias medias,ES70,Canarias,8.0
2009M03,2009 Marzo,0,Estancias medias,ES708,Lanzarote,8.2
2009M03,2009 Marzo,0,Estancias medias,ES704,Fuerteventura,9.9
2009M03,2009 Marzo,0,Estancias medias,ES705,Gran Canaria,7.8
2009M03,2009 Marzo,0,Estancias medias,ES709,Tenerife,7.6
2009M03,2009 Marzo,0,Estancias medias,ES706,La Gomera,7.0
2009M03,2009 Marzo,0,Estancias medias,ES707,La Palma,5.5
2009M03,2009 Marzo,0,Estancias medias,ES703,El Hierro,3.1
